Essay ID,Content,Organization,Word Choice,Sentence Fluency,Conventions
4049,5,5,5,5,5
4050,2,2,3,3,3
4051,2,2,2,2,2
4052,4,3,5,4,4
4053,3,2,2,3,2
4054,3,2,2,3,2
4055,5,4,4,4,4
4056,2,2,2,3,3
4057,3,3,2,3,2
4058,3,3,3,3,3
4059,5,4,4,4,4
4060,3,3,3,4,3
4061,4,4,4,4,4
4062,4,4,3,4,3
4063,3,3,3,4,3
4064,4,4,4,4,4
4065,2,2,2,3,2
4066,3,2,2,3,2
4067,4,3,3,4,3
4068,3,2,3,3,3
4069,4,3,3,4,3
4070,3,3,3,3,3
4071,4,3,3,4,3
4072,5,5,5,5,5
4073,5,5,5,5,5
4074,5,5,5,5,4
4075,4,4,4,4,4
4076,5,4,4,5,4
4077,2,2,2,3,2
4078,4,4,4,5,4
4079,4,3,3,3,3
4080,5,4,4,4,4
4081,4,3,4,3,3
4082,3,4,4,4,3
4083,3,3,3,4,4
4084,3,4,3,3,3
4085,3,2,2,3,4
4086,3,2,3,3,3
4087,3,3,3,3,3
4088,5,5,5,5,5
4089,4,4,4,3,4
4090,3,3,3,4,3
4091,2,2,3,3,2
4092,3,4,3,4,3
4093,4,3,5,4,4
4094,4,4,4,3,4
4095,5,4,4,4,4
4096,2,2,2,2,2
4097,1,1,2,1,2
4098,2,2,2,2,2
4099,4,4,3,4,4
4100,2,2,2,2,2
4101,5,4,4,4,4
4102,3,3,4,4,4
4103,4,3,4,4,4
4104,2,2,2,3,4
4105,3,2,3,3,3
4106,3,2,3,3,3
4107,2,2,2,2,2
4108,6,6,6,6,6
4109,3,3,3,3,3
4110,4,3,3,3,3
4111,4,3,3,3,3
4112,1,1,1,1,1
4113,3,2,2,3,2
4114,3,3,3,4,4
4115,1,1,1,1,1
4116,4,3,4,4,4
4117,5,4,4,4,4
4118,3,2,3,3,3
4119,3,2,2,2,2
4120,2,2,3,3,4
4121,3,2,3,3,3
4122,2,2,2,3,2
4123,3,3,3,3,3
4124,1,1,1,1,1
4125,5,5,5,5,4
4126,5,5,5,5,5
4127,5,5,5,4,4
4128,4,3,4,4,4
4129,5,4,4,4,3
4130,5,4,3,4,3
4131,2,2,2,3,2
4132,2,2,2,2,2
4133,5,5,4,5,5
4134,2,2,2,3,2
4135,1,1,1,2,1
4136,3,2,3,3,2
4137,3,3,3,3,3
4138,3,3,3,3,3
4139,3,3,3,3,4
4140,1,1,1,2,2
4141,4,4,5,4,4
4142,3,3,3,3,3
4143,3,2,3,4,2
4144,4,3,4,4,3
4145,5,5,4,4,4
4146,2,2,2,3,2
4147,3,3,3,3,3
4148,4,3,4,4,4
4149,2,2,2,2,2
4150,2,2,2,2,2
4151,2,2,2,3,2
4152,3,3,4,4,4
4153,4,3,4,4,4
4154,4,4,4,5,4
4155,3,2,2,3,2
4156,3,2,3,3,3
4157,4,4,5,5,5
4158,4,3,5,4,4
4159,4,4,4,4,4
4160,3,2,3,3,3
4161,2,2,3,3,3
4162,4,5,5,5,5
4163,2,2,2,3,2
4164,2,2,2,2,2
4165,4,4,5,5,5
4166,4,3,4,4,4
4167,2,2,2,2,2
4168,3,3,3,3,3
4169,4,3,4,4,4
4170,1,1,2,1,1
4171,3,3,3,3,3
4172,3,3,4,4,4
4173,2,2,3,4,3
4174,3,3,3,3,3
4175,3,2,3,3,3
4176,5,4,5,4,4
4177,4,5,4,4,3
4178,4,3,3,3,3
4179,3,3,4,4,4
4180,4,5,4,4,4
4181,3,2,3,4,3
4182,3,3,3,4,4
4183,5,5,5,5,5
4184,4,4,4,4,4
4185,5,5,5,5,5
4186,4,3,4,4,3
4187,2,2,2,2,2
4188,3,2,2,3,2
4189,2,2,2,3,3
4190,3,3,3,3,3
4191,2,1,2,2,2
4192,2,2,2,3,2
4193,3,3,3,3,3
4194,5,5,5,5,4
4195,4,4,5,5,5
4196,4,3,3,3,3
4197,2,2,2,2,2
4198,3,3,3,3,3
4199,4,4,4,4,4
4200,1,1,1,1,1
4201,4,3,3,3,4
4202,5,5,5,5,4
4203,3,3,3,3,3
4204,2,2,2,2,2
4205,3,3,2,3,2
4206,3,2,1,2,1
4207,3,2,3,3,2
4208,4,4,4,4,4
4209,5,5,5,4,5
4210,1,1,2,2,2
4211,3,2,3,3,3
4212,4,3,4,4,4
4213,5,4,5,4,4
4214,3,3,3,3,3
4215,3,3,3,3,3
4216,2,2,2,2,2
4217,6,5,5,5,6
4218,3,3,4,4,4
4219,4,5,4,4,4
4220,4,4,3,4,4
4221,2,1,2,2,1
4222,4,4,4,4,4
4223,2,1,1,2,1
4224,3,3,3,4,4
4225,2,2,2,3,2
4226,5,4,4,4,4
4227,4,3,4,4,3
4228,4,4,4,5,4
4229,4,4,4,5,4
4230,5,5,5,4,5
4231,1,1,1,1,1
4232,4,4,3,3,3
4233,2,2,2,2,2
4234,2,2,2,3,3
4235,4,4,4,4,4
4236,1,1,1,2,1
4237,2,2,2,3,3
4238,3,2,2,3,2
4239,2,2,2,3,2
4240,2,2,2,2,1
4241,5,4,4,5,3
4242,3,3,3,4,3
4243,2,2,3,3,2
4244,4,4,3,4,3
4245,2,1,1,2,2
4246,4,4,4,4,4
4247,2,2,2,3,2
4248,3,2,3,3,2
4249,3,4,3,3,2
4250,5,5,4,4,4
4251,4,4,3,3,3
4252,5,4,4,4,4
4253,1,1,1,1,1
4254,5,5,5,5,4
4255,2,2,2,3,2
4256,2,2,2,2,2
4257,4,3,4,4,4
4258,1,1,1,1,1
4259,2,2,2,3,2
4260,4,4,4,4,4
4261,6,6,5,6,4
4262,5,5,4,4,4
4263,2,2,2,3,3
4264,1,1,1,1,1
4265,5,4,5,5,4
4266,4,3,4,4,3
4267,5,5,5,5,4
4268,3,2,3,3,3
4269,2,2,3,3,3
4270,5,5,5,5,4
4271,3,4,4,4,3
4272,4,3,3,3,3
4273,2,2,2,3,2
4274,2,2,3,3,2
4275,5,4,4,4,3
4276,5,4,3,4,3
4277,3,3,3,4,3
4278,3,3,2,3,2
4279,2,2,3,3,2
4280,3,2,4,3,4
4281,2,2,3,3,3
4282,2,2,2,2,2
4283,3,3,4,3,3
4284,1,1,1,3,1
4285,2,2,3,3,2
4286,3,2,3,3,2
4287,4,3,4,4,4
4288,4,4,4,4,3
4289,4,4,4,5,4
4290,5,5,4,4,3
4291,4,4,4,4,4
4292,3,2,3,4,3
4293,5,5,5,5,4
4294,5,5,5,4,4
4295,2,1,2,2,2
4296,4,4,4,4,3
4297,2,2,2,3,2
4298,3,3,3,4,3
4299,2,2,3,3,3
4300,6,5,5,5,5
4301,4,4,4,3,3
4302,2,2,3,2,2
4303,5,5,5,5,5
4304,4,3,4,4,4
4305,4,4,5,4,4
4306,5,5,4,4,3
4307,3,3,3,3,3
4308,5,5,4,5,3
4309,1,1,1,1,1
4310,3,2,2,3,2
4311,3,3,4,4,4
4312,3,3,3,3,3
4313,2,2,2,2,2
4314,2,2,3,3,3
4315,3,2,3,3,3
4316,3,3,3,3,3
4317,2,2,2,3,3
4318,4,3,4,4,4
4319,2,1,2,3,3
4320,1,1,1,1,1
4321,3,3,3,3,3
4322,2,2,2,2,2
4323,4,3,4,4,3
4324,3,2,3,3,2
4325,4,4,3,3,3
4326,4,4,5,5,4
4327,2,1,2,3,2
4328,2,3,2,3,2
4329,4,4,4,5,4
4330,2,2,2,3,2
4331,1,1,1,1,1
4332,5,5,5,5,5
4333,2,2,2,3,3
4334,2,2,2,2,2
4335,2,1,2,3,3
4336,2,2,2,2,2
4337,6,5,6,6,5
4338,3,2,3,3,2
4339,2,1,2,2,1
4340,2,2,2,2,3
4341,2,2,2,3,2
4342,3,3,3,3,3
4343,1,1,1,1,1
4344,5,4,5,5,4
4345,4,4,4,4,4
4346,2,2,3,3,3
4347,2,2,2,3,3
4348,3,3,3,3,3
4349,4,4,4,4,4
4350,4,5,5,4,4
4351,5,5,5,5,4
4352,3,3,3,3,3
4353,1,1,1,1,1
4354,3,2,3,3,3
4355,6,4,6,5,6
4355,6,6,6,6,6
4356,1,1,1,1,1
4357,2,2,3,3,3
4358,4,5,4,3,3
4359,4,4,3,4,3
4360,2,2,2,3,3
4361,3,3,3,3,3
4362,2,1,1,2,1
4363,2,2,2,2,2
4364,2,1,2,2,2
4366,3,3,3,3,3
4367,4,4,4,4,4
4368,2,2,2,2,2
4369,1,1,1,1,1
4370,4,3,3,4,3
4371,4,4,4,5,4
4372,4,4,4,4,4
4373,4,3,4,4,4
4374,1,1,1,1,1
4375,5,4,4,4,4
4376,3,3,4,4,4
4377,4,3,4,4,3
4378,3,3,3,4,3
4379,5,4,4,4,4
4380,4,4,5,4,4
4381,3,3,2,3,2
4382,1,1,1,1,1
4383,2,2,2,2,2
4384,3,4,3,4,3
4385,4,3,4,4,4
4386,2,2,2,2,2
4387,2,2,2,2,2
4388,4,5,4,4,4
4389,4,3,3,3,3
4390,3,3,3,3,4
4391,2,2,2,3,3
4392,4,3,3,4,3
4393,3,3,3,3,3
4394,4,3,4,4,3
4395,2,2,3,3,3
4396,2,2,3,3,3
4397,4,3,3,4,3
4398,3,3,4,4,4
4399,2,2,3,4,3
4400,3,3,3,3,3
4401,5,5,4,5,4
4402,3,3,2,2,2
4403,4,3,4,4,4
4404,3,3,3,3,3
4405,4,4,3,3,3
4406,4,3,3,4,3
4407,2,2,2,3,3
4408,3,3,3,4,3
4409,3,2,2,2,2
4410,4,4,3,3,4
4411,4,3,3,4,3
4412,3,3,4,4,4
4413,3,3,4,4,3
4414,4,4,4,4,4
4415,4,5,4,5,4
4416,4,3,4,4,4
4417,6,5,6,6,5
4418,4,3,3,4,3
4419,5,5,5,5,4
4420,6,5,5,6,4
4421,4,4,3,4,3
4422,3,3,4,4,3
4423,2,2,3,3,3
4424,1,1,1,1,1
4425,3,3,3,3,3
4426,3,3,2,3,2
4427,3,3,3,3,3
4428,5,5,5,5,4
4429,3,4,4,4,3
4430,5,5,5,5,5
4431,3,3,3,4,3
4432,3,3,3,3,3
4433,3,3,3,3,3
4434,3,3,3,4,3
4435,4,5,3,4,3
4436,3,3,3,3,3
4437,2,2,2,3,2
4438,3,3,2,3,2
4439,3,3,3,3,3
4440,4,4,4,4,4
4441,3,3,3,4,3
4442,3,4,3,3,3
4443,3,3,4,4,4
4444,2,2,2,2,2
4445,3,3,3,3,3
4446,3,2,3,3,3
4447,4,4,4,4,3
4448,4,5,4,4,4
4449,3,3,4,4,3
4450,2,2,2,3,2
4451,4,4,4,4,4
4452,2,2,3,3,2
4453,2,2,3,3,3
4454,1,1,1,1,1
4455,5,4,5,4,4
4456,3,2,2,2,2
4457,3,2,3,3,3
4458,5,5,3,3,4
4459,4,4,5,4,5
4460,4,4,3,3,3
4461,4,3,4,4,4
4462,3,3,3,4,3
4463,3,3,4,3,3
4464,1,1,1,1,1
4465,2,2,2,2,3
4466,1,1,2,2,2
4467,2,2,2,2,2
4468,4,3,4,4,4
4469,4,4,5,5,4
4470,3,3,4,4,3
4471,5,5,5,5,5
4472,2,2,2,3,3
4473,3,3,3,4,3
4474,3,3,3,4,4
4475,2,2,1,3,3
4476,2,2,2,2,2
4477,2,2,2,3,2
4478,3,3,4,4,4
4479,3,3,4,4,4
4480,4,4,5,5,5
4481,4,4,3,4,3
4482,2,2,2,3,2
4483,2,2,2,2,2
4484,3,4,2,3,3
4485,4,3,2,3,2
4486,4,4,4,4,3
4487,3,3,2,2,2
4488,3,3,3,3,3
4489,4,4,3,3,3
4490,4,4,4,4,4
4491,3,3,3,4,3
4492,2,2,2,3,2
4493,3,3,4,3,3
4494,3,3,3,4,3
4495,3,3,4,4,3
4496,4,3,4,4,4
4497,5,5,5,5,5
4498,3,3,3,3,3
4499,4,3,3,3,3
4500,1,1,1,1,1
4501,5,5,3,4,3
4502,4,4,4,4,3
4503,3,3,3,3,3
4504,3,3,3,4,4
4505,2,2,3,3,3
4506,3,3,4,4,4
4507,1,2,1,2,2
4508,4,4,4,5,4
4509,1,1,1,1,1
4510,3,3,3,3,3
4511,5,5,5,5,4
4512,5,4,5,5,5
4513,5,5,5,5,3
4514,5,5,4,5,4
4515,3,3,3,4,3
4516,3,3,3,3,2
4517,4,3,3,3,3
4518,2,2,2,2,2
4519,3,3,4,4,4
4520,4,4,4,4,4
4521,4,5,3,3,3
4522,2,2,2,2,2
4523,5,5,5,5,5
4524,3,3,2,3,2
4525,2,2,3,3,3
4526,2,2,2,3,2
4527,4,4,5,5,4
4528,4,3,3,4,3
4529,2,2,2,2,2
4530,2,2,2,2,2
4531,3,3,4,4,3
4532,3,3,4,4,4
4533,2,2,3,3,2
4534,4,4,4,4,4
4535,3,3,3,4,3
4536,3,3,4,4,4
4537,5,4,4,5,4
4538,4,4,3,4,3
4539,4,4,3,4,4
4540,4,5,6,6,6
4541,5,5,6,6,5
4542,5,5,5,5,4
4543,4,4,4,4,4
4544,2,2,2,3,2
4545,3,3,3,4,3
4546,5,4,5,5,4
4547,1,1,1,1,1
4548,1,1,1,2,1
4549,2,2,4,3,4
4550,2,2,2,3,3
4551,2,2,2,2,2
4552,3,3,3,3,3
4553,5,4,5,4,4
4554,3,3,4,4,4
4555,2,2,2,3,3
4556,3,3,4,4,3
4557,3,3,3,3,3
4558,4,4,3,4,3
4559,3,3,3,4,3
4560,1,1,1,1,1
4561,2,2,2,3,2
4562,4,4,4,4,4
4563,3,3,3,4,4
4564,3,3,3,3,3
4565,4,3,4,4,4
4566,2,2,2,2,2
4567,4,4,4,4,4
4568,3,3,3,3,3
4569,3,3,3,3,4
4570,2,2,1,2,1
4571,3,3,2,3,3
4572,1,1,2,1,2
4573,2,2,2,3,2
4574,3,3,3,3,3
4575,3,3,4,4,4
4576,5,3,4,4,4
4577,4,4,4,4,4
4578,3,3,3,3,3
4579,3,3,3,3,3
4580,1,1,1,1,1
4581,4,3,3,3,3
4582,2,2,2,2,2
4583,2,2,3,3,3
4584,4,3,3,3,3
4585,3,4,4,3,3
4586,5,5,5,5,5
4587,2,2,3,3,3
4588,4,4,4,4,4
4589,3,3,3,3,3
4590,2,2,2,2,2
4591,2,2,2,2,2
4592,3,3,3,3,3
4593,2,2,2,3,2
4594,3,2,2,2,2
4595,2,2,2,3,3
4596,2,2,2,2,2
4597,2,2,2,2,2
4598,3,2,4,4,4
4599,3,2,2,3,2
4600,4,3,3,3,3
4601,4,4,4,4,4
4602,4,4,4,5,4
4603,2,2,2,2,2
4604,3,3,3,4,3
4605,3,3,3,3,3
4606,2,2,2,3,2
4607,2,2,3,4,3
4608,2,2,2,2,3
4609,4,3,4,4,4
4610,2,1,2,2,2
4611,3,2,2,3,2
4612,5,4,5,5,4
4613,3,3,3,3,2
4614,3,3,3,3,3
4615,4,3,4,5,5
4616,4,3,3,3,3
4617,5,4,4,5,5
4618,2,2,2,2,2
4619,3,3,3,3,3
4620,4,3,4,4,3
4621,4,3,3,4,3
4622,2,2,2,3,1
4623,3,3,3,3,3
4624,6,6,5,6,5
4625,3,4,3,3,3
4626,4,3,4,4,4
4627,4,4,4,4,3
4628,2,2,2,3,2
4629,4,5,5,5,4
4630,4,4,4,4,3
4631,2,2,3,4,4
4632,6,5,5,5,5
4633,3,2,2,2,1
4634,5,5,5,5,4
4635,2,2,2,3,2
4636,3,3,3,3,4
4637,2,2,3,3,2
4638,2,2,1,1,1
4639,3,3,3,3,3
4640,4,3,3,3,3
4641,2,3,2,2,2
4642,4,4,4,4,3
4643,2,2,2,3,2
4644,3,3,3,4,3
4645,3,3,3,3,3
4646,2,1,1,1,1
4647,5,5,5,5,4
4648,5,5,5,5,4
4649,5,5,5,5,5
4650,2,3,3,3,2
4651,4,3,4,4,4
4652,4,5,4,4,4
4653,3,3,4,4,3
4654,3,2,2,2,2
4655,4,3,4,4,4
4656,3,3,3,3,3
4657,1,1,1,1,1
4658,2,2,2,2,2
4659,4,3,4,4,4
4660,4,3,4,4,4
4661,5,5,5,5,5
4662,4,4,4,5,4
4663,4,4,5,5,4
4664,2,2,3,3,4
4665,1,1,1,2,2
4666,4,4,4,4,4
4667,5,5,5,5,4
4668,2,2,2,3,2
4669,5,4,4,4,3
4670,3,2,2,3,2
4671,5,5,5,5,5
4672,3,2,2,3,2
4673,2,2,2,2,2
4674,4,4,4,5,4
4675,1,1,1,2,1
4676,2,2,2,2,2
4677,5,5,5,5,4
4678,4,4,4,4,4
4679,4,3,3,4,3
4680,4,4,4,4,4
4681,2,2,3,3,3
4682,3,3,4,4,4
4683,3,3,3,3,3
4684,4,4,5,5,4
4685,5,5,5,5,5
4686,5,4,3,4,3
4687,4,3,4,4,3
4688,4,2,2,2,2
4689,3,3,3,3,3
4690,2,2,3,3,2
4691,3,2,4,4,4
4692,4,3,4,4,4
4693,2,2,3,4,3
4694,3,2,3,4,3
4695,5,5,4,5,4
4696,3,3,2,3,2
4697,4,4,3,4,3
4698,6,5,5,5,5
4699,2,2,3,3,2
4700,5,5,5,5,5
4701,2,2,2,2,2
4702,3,3,4,4,4
4703,3,3,4,4,3
4704,3,3,3,3,3
4705,4,4,4,4,4
4706,4,4,4,4,4
4707,2,2,2,2,2
4708,3,3,3,3,3
4709,2,2,2,2,2
4710,2,1,1,2,2
4711,3,3,4,4,4
4712,3,2,2,3,3
4713,4,3,4,4,4
4714,4,3,4,4,3
4715,5,4,4,5,5
4716,2,1,1,1,1
4717,3,2,2,2,2
4718,4,4,3,4,4
4719,5,5,4,5,4
4720,2,2,2,2,2
4721,4,3,3,4,3
4722,2,1,2,3,2
4723,5,4,4,5,4
4724,2,2,2,3,2
4725,3,3,3,4,4
4726,3,3,3,3,3
4727,2,2,3,3,3
4728,3,3,3,3,3
4729,3,3,3,3,3
4730,2,2,2,3,2
4731,1,1,1,1,1
4732,4,3,3,4,3
4733,4,3,3,3,3
4734,2,2,2,2,2
4735,2,1,2,2,2
4736,2,2,2,3,2
4737,3,4,3,3,2
4738,4,4,4,4,4
4739,4,4,5,5,4
4740,5,5,5,4,4
4741,2,1,1,2,1
4742,5,5,4,4,4
4743,5,5,5,5,4
4744,1,1,1,1,1
4745,4,4,4,3,4
4746,5,5,4,5,4
4747,5,5,6,5,6
4748,3,3,1,2,1
4749,3,3,3,2,3
4750,1,1,1,2,1
4751,5,5,5,5,5
4752,5,5,4,5,4
4753,3,3,3,3,3
4754,6,5,6,5,5
4755,3,4,3,3,3
4756,4,4,3,3,3
4757,3,4,3,3,3
4758,5,5,4,4,5
4759,5,5,5,5,4
4760,4,4,4,3,3
4761,2,2,2,2,2
4762,3,3,3,3,3
4763,2,2,2,2,2
4764,3,3,3,3,3
4765,3,4,4,4,4
4766,3,4,4,5,4
4767,2,2,2,2,2
4768,3,4,3,4,4
4769,2,2,2,2,2
4770,4,5,4,5,4
4771,3,3,3,3,3
4772,3,4,4,4,3
4773,1,1,1,1,1
4774,2,3,2,3,2
4775,1,1,1,1,1
4776,2,4,2,2,2
4777,3,3,2,2,2
